chave_fato,quantidade_empresa,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,faixa_veiculos
27995455000140,27995455000140,,,,0 a 5
24578734000110,24578734000110,,,,0 a 5
20318416000160,20318416000160,,,,0 a 5
59775478000560,59775478000560,,,,0 a 5
50396969000100,50396969000100,,,,0 a 5
59514521000100,59514521000100,,,,0 a 5
62243134000190,62243134000190,,,,0 a 5
60288206000190,60288206000190,,,,0 a 5
61127767000170,61127767000170,,,,0 a 5
57313603000160,57313603000160,,,,0 a 5
60470481001950,60470481001950,,,,0 a 5
71521488000140,71521488000140,,,,0 a 5
76945674000120,76945674000120,,,,0 a 5
73632358000100,73632358000100,,,,0 a 5
65919797000170,65919797000170,,,,0 a 5
65231599000110,65231599000110,,,,0 a 5
74190976000100,74190976000100,,,,0 a 5
65442139000130,65442139000130,,,,0 a 5
41110057000120,41110057000120,,,,0 a 5
49356702000100,49356702000100,,,,0 a 5
44212090000150,44212090000150,,,,0 a 5
43139088000130,43139088000130,,,,0 a 5
32797193000140,32797193000140,,,,0 a 5
33423955000100,33423955000100,,,,0 a 5
38768750000180,38768750000180,,,,0 a 5
81626269000180,81626269000180,,,,0 a 5
89443980000100,89443980000100,,,,0 a 5
95777108000100,95777108000100,,,,0 a 5
97402903000300,97402903000300,,,,0 a 5
96570056000150,96570056000150,,,,0 a 5
80973704000260,80973704000260,,,,0 a 5
31862063000180,31862063000180,,,,0 a 5
21762463000160,21762463000160,,,,0 a 5
50690577000140,50690577000140,,,,0 a 5
55645048000220,55645048000220,,,,0 a 5
20218905000140,20218905000140,,,,0 a 5
24967762000120,24967762000120,,,,0 a 5
31956832000100,31956832000100,,,,0 a 5
23378722000180,23378722000180,,,,0 a 5
19400266000150,19400266000150,,,,0 a 5
52998838000110,52998838000110,,,,0 a 5
58402033000490,58402033000490,,,,0 a 5
56200504000100,56200504000100,,,,0 a 5
52528668000100,52528668000100,,,,0 a 5
51406551000190,51406551000190,,,,0 a 5
75759308000890,75759308000890,,,,0 a 5
64110141000140,64110141000140,,,,0 a 5
78713716003220,78713716003220,,,,0 a 5
33041260023610,33041260023610,,,,0 a 5
34302141000180,34302141000180,,,,0 a 5
3406054000140,3406054000140,,,,0 a 5
3293786000170,3293786000170,,,,0 a 5
18750604000110,18750604000110,,,,0 a 5
25528340000110,25528340000110,,,,0 a 5
8128874000130,8128874000130,,,,0 a 5
31227416000170,31227416000170,,,,0 a 5
14025570000140,14025570000140,,,,0 a 5
7152308000100,7152308000100,,,,0 a 5
14424955000180,14424955000180,,0.0,0.0,0 a 5
17012547000100,17012547000100,,,,0 a 5
2355689000100,2355689000100,,,,0 a 5
12088352000120,12088352000120,,,,0 a 5
806902000110,806902000110,,,,0 a 5
2111681000190,2111681000190,,,,0 a 5
10685871000140,10685871000140,,,,0 a 5
8974411000190,8974411000190,,1.0,0.0,0 a 5
4494880000150,4494880000150,,,,0 a 5
13774397000110,13774397000110,,1.0,0.0,0 a 5
12916808000100,12916808000100,,,,0 a 5
11884408000190,11884408000190,,,,0 a 5
11633961000150,11633961000150,,,,0 a 5
10986797000100,10986797000100,,,,0 a 5
15982828000160,15982828000160,,,,0 a 5
13347639000190,13347639000190,,1.0,0.0,0 a 5
15969609000140,15969609000140,,,,0 a 5
15982519000190,15982519000190,,,,0 a 5
12975183000140,12975183000140,,,,0 a 5
7453082000250,7453082000250,,,,0 a 5
12115001000160,12115001000160,,,,0 a 5
7835393000100,7835393000100,,,,0 a 5
8699543000150,8699543000150,,,,0 a 5
8501816000100,8501816000100,,1.0,0.0,0 a 5
8527573000180,8527573000180,,,,0 a 5
11298356000170,11298356000170,,,,0 a 5
8796725000140,8796725000140,,,,0 a 5
15846227000120,15846227000120,,,,0 a 5
13971568000100,13971568000100,,,,0 a 5
15846731000120,15846731000120,,,,0 a 5
6756480000100,6756480000100,,,,0 a 5
3909816000120,3909816000120,,,,0 a 5
13869556000160,13869556000160,,,,0 a 5
13964306000100,13964306000100,,,,0 a 5
2609877000100,2609877000100,,,,0 a 5
2094085000140,2094085000140,,,,0 a 5
7913563000110,7913563000110,,,,0 a 5
13905644000170,13905644000170,,,,0 a 5
14733207000180,14733207000180,,,,0 a 5
62738802000150,62738802000150,,2.0,1.0,0 a 5
9168866000180,9168866000180,,1.0,0.0,0 a 5
14026034000160,14026034000160,,,,0 a 5
14397951000150,14397951000150,,,,0 a 5
14731919000160,14731919000160,,,,0 a 5
15833456000100,15833456000100,,,,0 a 5
14730232000100,14730232000100,,,,0 a 5
27056910111130,27056910111130,,,,0 a 5
16072895000100,16072895000100,,,,0 a 5
14001918000160,14001918000160,,,,0 a 5
14428644000190,14428644000190,,,,0 a 5
3502814009250,3502814009250,,,,0 a 5
2875691000100,2875691000100,,,,0 a 5
371235000190,371235000190,,,,0 a 5
13481480000100,13481480000100,,,,0 a 5
8504629000180,8504629000180,,,,0 a 5
16863694000120,16863694000120,,,,0 a 5
28805190003400,28805190003400,,,,0 a 5
882988000240,882988000240,,,,0 a 5
84102771000180,84102771000180,,,,0 a 5
4570599000150,4570599000150,,,,0 a 5
14854245000190,14854245000190,,,,0 a 5
13886094000190,13886094000190,,,,0 a 5
1664443000140,1664443000140,,,,0 a 5
16872964000160,16872964000160,,,,0 a 5
15672021000120,15672021000120,,,,0 a 5
12425911000140,12425911000140,,2.0,0.0,0 a 5
10296330000120,10296330000120,,,,0 a 5
4999790000200,4999790000200,,,,0 a 5
2458135000120,2458135000120,,1.0,0.0,0 a 5
3414012000150,3414012000150,,,,0 a 5
11258714000110,11258714000110,,,,0 a 5
12721454000130,12721454000130,,,,0 a 5
8520764000110,8520764000110,,,,0 a 5
2716923000170,2716923000170,,,,0 a 5
91650911000110,91650911000110,,,,0 a 5
7472907000100,7472907000100,,,,0 a 5
14476540000150,14476540000150,,,,0 a 5
14478475000100,14478475000100,,,,0 a 5
14477322000130,14477322000130,,,,0 a 5
6778646000180,6778646000180,,,,0 a 5
16502465000180,16502465000180,,,,0 a 5
37327756000230,37327756000230,,,,0 a 5
23599137000100,23599137000100,,,,0 a 5
16516202000120,16516202000120,,,,0 a 5
7087454000190,7087454000190,,0.0,0.0,0 a 5
2854030000190,2854030000190,,,,0 a 5
39893508000100,39893508000100,,,,0 a 5
10652281000110,10652281000110,,0.0,0.0,0 a 5
65170284000100,65170284000100,,,,0 a 5
8063039000160,8063039000160,,,,0 a 5
16538846000110,16538846000110,,,,0 a 5
70977368000190,70977368000190,,,,0 a 5
14088958000190,14088958000190,,,,0 a 5
58924382000120,58924382000120,,,,0 a 5
5857034000110,5857034000110,,0.0,0.0,0 a 5
15406006000130,15406006000130,,,,0 a 5
4826356000130,4826356000130,,,,0 a 5
3993198000140,3993198000140,,,,0 a 5
11651511000190,11651511000190,,,,0 a 5
15693346000190,15693346000190,,,,0 a 5
702587000180,702587000180,,,,0 a 5
10708008000160,10708008000160,,0.0,1.0,0 a 5
508016000100,508016000100,,,,0 a 5
1990329000100,1990329000100,,,,0 a 5
8610608000140,8610608000140,,,,0 a 5
6416534000180,6416534000180,,,,0 a 5
2618056000130,2618056000130,,,,0 a 5
6721391000110,6721391000110,,,,0 a 5
5386446000110,5386446000110,,,,0 a 5
91358911000140,91358911000140,,,,0 a 5
83291799000140,83291799000140,,,,0 a 5
324768000110,324768000110,,,,0 a 5
90058959000170,90058959000170,,,,0 a 5
9678055000120,9678055000120,,,,0 a 5
1869207000160,1869207000160,,,,0 a 5
97525621000120,97525621000120,,,,0 a 5
15311682000120,15311682000120,,0.0,1.0,0 a 5
11986373000280,11986373000280,,,,0 a 5
71448047003500,71448047003500,,,,0 a 5
12718528000180,12718528000180,,,,0 a 5
12106741000130,12106741000130,,,,0 a 5
60813300000200,60813300000200,,,,0 a 5
48656375000130,48656375000130,,1.0,4.0,0 a 5
77967412000120,77967412000120,,,,0 a 5
10829863000120,10829863000120,,,,0 a 5
7375549000100,7375549000100,,,,0 a 5
34798801000590,34798801000590,,,,0 a 5
6332499000110,6332499000110,,,,0 a 5
85227296000130,85227296000130,,,,0 a 5
4083379000100,4083379000100,,,,0 a 5
8476216000130,8476216000130,,2.0,0.0,0 a 5
16618925000130,16618925000130,,,,0 a 5
4308981000190,4308981000190,,,,0 a 5
8419493000100,8419493000100,,,,0 a 5
5998860000260,5998860000260,,,,0 a 5
10311126000130,10311126000130,,,,0 a 5
73657017000190,73657017000190,,,,0 a 5
9024311000750,9024311000750,,,,0 a 5
13047954000100,13047954000100,,,,0 a 5
13517282000140,13517282000140,,,,0 a 5
13103483000100,13103483000100,,,,0 a 5
5160381000190,5160381000190,,,,0 a 5
2791510000230,2791510000230,,,,0 a 5
15102294000130,15102294000130,,,,0 a 5
16948380000120,16948380000120,,,,0 a 5
2060863000180,2060863000180,,,,0 a 5
1354114000100,1354114000100,,,,0 a 5
434960000160,434960000160,,,,0 a 5
14699054000100,14699054000100,,,,0 a 5
1959799000100,1959799000100,,,,0 a 5
1765683000130,1765683000130,,1.0,0.0,0 a 5
261709000140,261709000140,,,,0 a 5
86996329000170,86996329000170,,,,0 a 5
2021668000140,2021668000140,,,,0 a 5
3444005000100,3444005000100,,,,0 a 5
14160214000130,14160214000130,,,,0 a 5
4224641000180,4224641000180,,,,0 a 5
52427507000120,52427507000120,,,,0 a 5
13066994000190,13066994000190,,,,0 a 5
12053809000160,12053809000160,,,,0 a 5
92003896000180,92003896000180,,,,0 a 5
8819478000150,8819478000150,,,,0 a 5
72275753000200,72275753000200,,,,0 a 5
13536563000140,13536563000140,,,,0 a 5
11282056000100,11282056000100,,,,0 a 5
12754630000130,12754630000130,,0.0,0.0,0 a 5
9066329000120,9066329000120,,,,0 a 5
10272718000190,10272718000190,,,,0 a 5
510329000100,510329000100,,,,0 a 5
58398397000100,58398397000100,,,,0 a 5
13143315000130,13143315000130,,,,0 a 5
44530533000150,44530533000150,,2.0,1.0,0 a 5
1976236000120,1976236000120,,,,0 a 5
59007906000180,59007906000180,,,,0 a 5
1607413000100,1607413000100,,,,0 a 5
1761319000100,1761319000100,,,,0 a 5
4121149000180,4121149000180,,,,0 a 5
56673908000110,56673908000110,,,,0 a 5
16801686000150,16801686000150,,,,0 a 5
5885445000110,5885445000110,,,,0 a 5
14337192000130,14337192000130,,,,0 a 5
4854588000100,4854588000100,,,,0 a 5
70964507000140,70964507000140,,,,0 a 5
8114328000140,8114328000140,,,,0 a 5
12385104000140,12385104000140,,,,0 a 5
10528326000140,10528326000140,,1.0,0.0,0 a 5
7057014000190,7057014000190,,,,0 a 5
15420268000150,15420268000150,,,,0 a 5
13170929000100,13170929000100,,,,0 a 5
58211434000110,58211434000110,,,,0 a 5
12186286000120,12186286000120,,,,0 a 5
4841387000160,4841387000160,,,,0 a 5
1313661000130,1313661000130,,,,0 a 5
5818069000140,5818069000140,,,,0 a 5
5117364000170,5117364000170,,,,0 a 5
5558216000190,5558216000190,,,,0 a 5
7270182000160,7270182000160,,,,0 a 5
6220957000120,6220957000120,,,,0 a 5
5949218000100,5949218000100,,,,0 a 5
3799127000100,3799127000100,,,,0 a 5
16957102000130,16957102000130,,1.0,0.0,0 a 5
15395858000170,15395858000170,,,,0 a 5
15608144000100,15608144000100,,,,0 a 5
14546170000180,14546170000180,,,,0 a 5
5213854000170,5213854000170,,,,0 a 5
4702578000140,4702578000140,,,,0 a 5
2355145000130,2355145000130,,,,0 a 5
14709005000100,14709005000100,,,,0 a 5
77845998000150,77845998000150,,,,0 a 5
11045442000170,11045442000170,,,,0 a 5
2026413000170,2026413000170,,,,0 a 5
49591092000110,49591092000110,,,,0 a 5
68511732000180,68511732000180,,,,0 a 5
30725022000180,30725022000180,,,,0 a 5
55591630000170,55591630000170,,,,0 a 5
53397626000140,53397626000140,,,,0 a 5
64688062000110,64688062000110,,,,0 a 5
20066973000130,20066973000130,,,,0 a 5
40394181000100,40394181000100,,,,0 a 5
77638674000140,77638674000140,,,,0 a 5
18685073000120,18685073000120,,,,0 a 5
33696840000190,33696840000190,,,,0 a 5
88453584000100,88453584000100,,,,0 a 5
51280576000190,51280576000190,,,,0 a 5
67317826000150,67317826000150,,,,0 a 5
92520824000100,92520824000100,,,,0 a 5
36169472000110,36169472000110,,,,0 a 5
23276751000130,23276751000130,,,,0 a 5
59393405000180,59393405000180,,,,0 a 5
31136641000100,31136641000100,,,,0 a 5
52124757000190,52124757000190,,,,0 a 5
8464913000170,8464913000170,,,,0 a 5
4193562000150,4193562000150,,,,0 a 5
13458907000140,13458907000140,,,,0 a 5
66395104000150,66395104000150,,,,0 a 5
394452049960,394452049960,,,,0 a 5
15589514000100,15589514000100,,,,0 a 5
63902779000150,63902779000150,,,,0 a 5
1489248000120,1489248000120,,,,0 a 5
1791270000120,1791270000120,,,,0 a 5
8083968000130,8083968000130,,,,0 a 5
14119250000150,14119250000150,,,,0 a 5
15707865000160,15707865000160,,,,0 a 5
15574462000190,15574462000190,,,,0 a 5
15730626000120,15730626000120,,,,0 a 5
15737106000140,15737106000140,,,,0 a 5
8186951000370,8186951000370,,,,0 a 5
8318921000290,8318921000290,,,,0 a 5
8322971000240,8322971000240,,,,0 a 5
7770429000450,7770429000450,,,,0 a 5
7421177000100,7421177000100,,,,0 a 5
15730087000120,15730087000120,,,,0 a 5
2853605000150,2853605000150,,,,0 a 5
19588201000180,19588201000180,,,,0 a 5
7492711000170,7492711000170,,1.0,0.0,0 a 5
95162269000180,95162269000180,,,,0 a 5
9191712000100,9191712000100,,,,0 a 5
6289053000150,6289053000150,,3.0,0.0,0 a 5
15752455000130,15752455000130,,,,0 a 5
14309933000170,14309933000170,,1.0,0.0,0 a 5
12480135000180,12480135000180,,,,0 a 5
46285003000110,46285003000110,,,,0 a 5
34028316295820,34028316295820,,,,0 a 5
6339871000110,6339871000110,,,,0 a 5
4587995000190,4587995000190,,0.0,2.0,0 a 5
4165072000140,4165072000140,,,,0 a 5
31746936000190,31746936000190,,,,0 a 5
12251760000150,12251760000150,,,,0 a 5
4249684000110,4249684000110,,,,0 a 5
54289046000100,54289046000100,,,,0 a 5
34375154000260,34375154000260,,,,0 a 5
3937263000110,3937263000110,,,,0 a 5
25086034012420,25086034012420,,,,0 a 5
83391060000100,83391060000100,,,,0 a 5
16925079000100,16925079000100,,,,0 a 5
14945763000110,14945763000110,,,,0 a 5
12991331000110,12991331000110,,,,0 a 5
13341674000100,13341674000100,,3.0,0.0,0 a 5
2611186000140,2611186000140,,,,0 a 5
62955505418390,62955505418390,,,,0 a 5
15440147000170,15440147000170,,,,0 a 5
15768350000170,15768350000170,,,,0 a 5
10547364000220,10547364000220,,,,0 a 5
15066208000180,15066208000180,,,,0 a 5
15789320000140,15789320000140,,,,0 a 5
83797894000110,83797894000110,,,,0 a 5
90231580000110,90231580000110,,,,0 a 5
91941302000110,91941302000110,,,,0 a 5
83617381000180,83617381000180,,,,0 a 5
90469511000140,90469511000140,,,,0 a 5
80726789000100,80726789000100,,,,0 a 5
22586481000100,22586481000100,,,,0 a 5
18543801000240,18543801000240,,,,0 a 5
24958522000240,24958522000240,,,,0 a 5
61074506001020,61074506001020,,,,0 a 5
61310041000500,61310041000500,,,,0 a 5
31448780000160,31448780000160,,,,0 a 5
55622468000100,55622468000100,,,,0 a 5
55530067000120,55530067000120,,,,0 a 5
74429382000100,74429382000100,,,,0 a 5
68948173000170,68948173000170,,,,0 a 5
66012055000120,66012055000120,,,,0 a 5
72489586000100,72489586000100,,,,0 a 5
45487139000140,45487139000140,,,,0 a 5
45807518000170,45807518000170,,,,0 a 5
48444509000150,48444509000150,,,,0 a 5
34921312000150,34921312000150,,,,0 a 5
29547759000170,29547759000170,,,,0 a 5
71473060000170,71473060000170,,,,0 a 5
33749946070820,33749946070820,,,,0 a 5
34016048000100,34016048000100,,,,0 a 5
9892809000140,9892809000140,,,,0 a 5
1290413000110,1290413000110,,,,0 a 5
3496530000160,3496530000160,,,,0 a 5
6828044000190,6828044000190,,,,0 a 5
60037728000110,60037728000110,,,,0 a 5
24406076000180,24406076000180,,,,0 a 5
2227444000190,2227444000190,,,,0 a 5
2576217000170,2576217000170,,1.0,0.0,0 a 5
6248403000130,6248403000130,,21.0,0.0,0 a 5
13937670000180,13937670000180,,,,0 a 5
12498109000180,12498109000180,,1.0,0.0,0 a 5
4603757000120,4603757000120,,,,0 a 5
8659432000110,8659432000110,,,,0 a 5
15144532000170,15144532000170,,,,0 a 5
16967764000190,16967764000190,,,,0 a 5
16988675000120,16988675000120,,,,0 a 5
13895660000120,13895660000120,,,,0 a 5
15134436000140,15134436000140,,,,0 a 5
6937822000180,6937822000180,,,,0 a 5
12726508000150,12726508000150,,1.0,6.0,0 a 5
13239230000150,13239230000150,,,,0 a 5
14193187000100,14193187000100,,,,0 a 5
11641790000100,11641790000100,,,,0 a 5
11829466000110,11829466000110,,,,0 a 5
12020460000160,12020460000160,,,,0 a 5
10419258000180,10419258000180,,,,0 a 5
9384996000150,9384996000150,,,,0 a 5
15998785000100,15998785000100,,,,0 a 5
8527972000140,8527972000140,,,,0 a 5
15945960000100,15945960000100,,,,0 a 5
13105750000170,13105750000170,,,,0 a 5
2559302000120,2559302000120,,,,0 a 5
15359710000180,15359710000180,,,,0 a 5
13595832000140,13595832000140,,,,0 a 5
12990639000140,12990639000140,,,,0 a 5
7937414000190,7937414000190,,,,0 a 5
7109716000170,7109716000170,,,,0 a 5
15526807000130,15526807000130,,,,0 a 5
8900524000140,8900524000140,,,,0 a 5
9270106000180,9270106000180,,,,0 a 5
8100606000100,8100606000100,,,,0 a 5
7014520000100,7014520000100,,,,0 a 5
13766934000180,13766934000180,,,,0 a 5
12134760000170,12134760000170,,,,0 a 5
8985546000150,8985546000150,,,,0 a 5
3206478000160,3206478000160,,,,0 a 5
15859579000110,15859579000110,,,,0 a 5
14627651000110,14627651000110,,,,0 a 5
5259751000140,5259751000140,,2.0,0.0,0 a 5
3844286000180,3844286000180,,,,0 a 5
3333129000100,3333129000100,,,,0 a 5
6375896000170,6375896000170,,,,0 a 5
3167073000160,3167073000160,,,,0 a 5
4896028000100,4896028000100,,1.0,0.0,0 a 5
67924969000120,67924969000120,,1.0,0.0,0 a 5
148795000180,148795000180,,,,0 a 5
2885600000100,2885600000100,,1.0,0.0,0 a 5
1127905000190,1127905000190,,,,0 a 5
95102638000220,95102638000220,,,,0 a 5
9479550000100,9479550000100,,,,0 a 5
125783000130,125783000130,,,,0 a 5
3735658000130,3735658000130,,6.0,3.0,0 a 5
8018469000160,8018469000160,,,,0 a 5
7118868000130,7118868000130,,,,0 a 5
77341592000130,77341592000130,,,,0 a 5
2911329000130,2911329000130,,,,0 a 5
11922966000100,11922966000100,,,,0 a 5
75587915008200,75587915008200,,,,0 a 5
11654026000170,11654026000170,,,,0 a 5
4506123000230,4506123000230,,,,0 a 5
16050402000130,16050402000130,,,,0 a 5
16079040000100,16079040000100,,,,0 a 5
12661828000170,12661828000170,,,,0 a 5
10654855000190,10654855000190,,,,0 a 5
5061076000140,5061076000140,,,,0 a 5
81799694000170,81799694000170,,1.0,0.0,0 a 5
16864708000120,16864708000120,,,,0 a 5
7662104000100,7662104000100,,,,0 a 5
2107322000160,2107322000160,,,,0 a 5
12489617000100,12489617000100,,,,0 a 5
5896137000190,5896137000190,,,,0 a 5
13491819000140,13491819000140,,,,0 a 5
14740664000100,14740664000100,,,,0 a 5
13869032000170,13869032000170,,,,0 a 5
14746730000140,14746730000140,,,,0 a 5
3297050000170,3297050000170,,,,0 a 5
14489416000120,14489416000120,,,,0 a 5
12719251000100,12719251000100,,,,0 a 5
12671677000130,12671677000130,,,,0 a 5
15402227000130,15402227000130,,,,0 a 5
9600674000100,9600674000100,,,,0 a 5
14518212000170,14518212000170,,,,0 a 5
9492283000100,9492283000100,,,,0 a 5
14493755000180,14493755000180,,,,0 a 5
4213918000170,4213918000170,,,,0 a 5
11512235000260,11512235000260,,,,0 a 5
32415820000130,32415820000130,,,,0 a 5
53217477000190,53217477000190,,,,0 a 5
62955505098620,62955505098620,,,,0 a 5
4880466000180,4880466000180,,,,0 a 5
8155749000110,8155749000110,,,,0 a 5
38877312000150,38877312000150,,,,0 a 5
16529861000100,16529861000100,,,,0 a 5
66298027000110,66298027000110,,,,0 a 5
14078833000180,14078833000180,,,,0 a 5
4750513000170,4750513000170,,,,0 a 5
12918948000100,12918948000100,,0.0,1.0,0 a 5
4045897000120,4045897000120,,,,0 a 5
52198322000190,52198322000190,,,,0 a 5
4292596000100,4292596000100,,,,0 a 5
20487146000110,20487146000110,,,,0 a 5
4817811000130,4817811000130,,,,0 a 5
19928639000160,19928639000160,,1.0,0.0,0 a 5
6040274000190,6040274000190,,,,0 a 5
2334865000110,2334865000110,,,,0 a 5
5510553000370,5510553000370,,,,0 a 5
9582219000110,9582219000110,,,,0 a 5
1192668000140,1192668000140,,,,0 a 5
14401831000180,14401831000180,,,,0 a 5
11153183000100,11153183000100,,,,0 a 5
985027000180,985027000180,"5,000000",0.0,9.0,0 a 5
4269473000140,4269473000140,,,,0 a 5
14977388000190,14977388000190,,,,0 a 5
16564153000100,16564153000100,,,,0 a 5
3019539000180,3019539000180,,,,0 a 5
835013000180,835013000180,,,,0 a 5
7973396000100,7973396000100,,,,0 a 5
458629000180,458629000180,,,,0 a 5
555417000110,555417000110,,,,0 a 5
6669433000110,6669433000110,,,,0 a 5
2535414000140,2535414000140,,,,0 a 5
73574196000100,73574196000100,,,,0 a 5
81627820000100,81627820000100,,,,0 a 5
89332530000140,89332530000140,,,,0 a 5
80826720000140,80826720000140,,,,0 a 5
34949271000100,34949271000100,,,,0 a 5
334612000110,334612000110,,,,0 a 5
160562000100,160562000100,,,,0 a 5
8481484000140,8481484000140,,,,0 a 5
2910694000120,2910694000120,,,,0 a 5
3930204000110,3930204000110,,,,0 a 5
97525137000100,97525137000100,,,,0 a 5
4043662000280,4043662000280,,,,0 a 5
15089455000100,15089455000100,,1.0,0.0,0 a 5
41581695000120,41581695000120,,,,0 a 5
3877041000230,3877041000230,,,,0 a 5
8056113000200,8056113000200,,,,0 a 5
9363616000100,9363616000100,,,,0 a 5
5798894000120,5798894000120,,,,0 a 5
5622921000100,5622921000100,,1.0,0.0,0 a 5
64183965000140,64183965000140,,,,0 a 5
10102045000120,10102045000120,,,,0 a 5
84051929000130,84051929000130,,,,0 a 5
11450156000190,11450156000190,,,,0 a 5
16667270000190,16667270000190,,,,0 a 5
12900275000160,12900275000160,,,,0 a 5
46044947001410,46044947001410,,,,0 a 5
13169151000110,13169151000110,,,,0 a 5
15808855000110,15808855000110,,,,0 a 5
15800773000120,15800773000120,,,,0 a 5
15808145000190,15808145000190,,,,0 a 5
3688589000150,3688589000150,,,,0 a 5
9192148000140,9192148000140,,,,0 a 5
11306504000150,11306504000150,,,,0 a 5
12910509000150,12910509000150,,,,0 a 5
16950221000160,16950221000160,,1.0,0.0,0 a 5
2116884000170,2116884000170,,,,0 a 5
15322328000100,15322328000100,,0.0,1.0,0 a 5
7444960000190,7444960000190,,,,0 a 5
265223000180,265223000180,,,,0 a 5
850697000190,850697000190,,,,0 a 5
12092073000130,12092073000130,,,,0 a 5
3156703000100,3156703000100,,,,0 a 5
12432638000180,12432638000180,,,,0 a 5
2913338000160,2913338000160,,,,0 a 5
6745483000130,6745483000130,,,,0 a 5
8729305000140,8729305000140,,,,0 a 5
1162447000120,1162447000120,,,,0 a 5
11950969000140,11950969000140,,,,0 a 5
11288801000110,11288801000110,,,,0 a 5
5704917000190,5704917000190,,,,0 a 5
8282291000160,8282291000160,,,,0 a 5
4885724000110,4885724000110,,0.0,1.0,0 a 5
10773750000150,10773750000150,,,,0 a 5
3701005000130,3701005000130,,,,0 a 5
79744009000400,79744009000400,,,,0 a 5
5498805000120,5498805000120,,,,0 a 5
5676320000180,5676320000180,,,,0 a 5
57276297000130,57276297000130,,,,0 a 5
4529915000140,4529915000140,,,,0 a 5
21109236000130,21109236000130,,,,0 a 5
16957569000180,16957569000180,,,,0 a 5
13203609000100,13203609000100,,,,0 a 5
38968129000160,38968129000160,,,,0 a 5
11666046000160,11666046000160,,,,0 a 5
37257664000140,37257664000140,,,,0 a 5
87747820000120,87747820000120,,1.0,0.0,0 a 5
452081000160,452081000160,,,,0 a 5
8075175000250,8075175000250,,,,0 a 5
4169353000170,4169353000170,,,,0 a 5
8521042000180,8521042000180,,,,0 a 5
13018127000180,13018127000180,,,,0 a 5
3007920000120,3007920000120,,,,0 a 5
4947948000100,4947948000100,,0.0,1.0,0 a 5
5783991000220,5783991000220,,,,0 a 5
90337361000110,90337361000110,,3.0,1.0,0 a 5
91346122000190,91346122000190,,,,0 a 5
10480548000130,10480548000130,,,,0 a 5
4205855000100,4205855000100,,2.0,0.0,0 a 5
1982301000120,1982301000120,,,,0 a 5
13052645000110,13052645000110,,,,0 a 5
5631039000120,5631039000120,,,,0 a 5
9679113000130,9679113000130,,,,0 a 5
5799404000100,5799404000100,,,,0 a 5
15562532000190,15562532000190,,,,0 a 5
2585816000150,2585816000150,,,,0 a 5
17375064000170,17375064000170,,,,0 a 5
17178658000190,17178658000190,,,,0 a 5
16997934000180,16997934000180,,,,0 a 5
10012260000130,10012260000130,,,,0 a 5
12468033000140,12468033000140,,,,0 a 5
10036878000130,10036878000130,,,,0 a 5
10092256000120,10092256000120,,,,0 a 5
10094778000160,10094778000160,,,,0 a 5
17486192000190,17486192000190,,,,0 a 5
28172500000120,28172500000120,,,,0 a 5
31211683000150,31211683000150,,,,0 a 5
26071779000120,26071779000120,,,,0 a 5
28041051000180,28041051000180,,,,0 a 5
32328460000130,32328460000130,,,,0 a 5
56964117000140,56964117000140,,,,0 a 5
63938146000100,63938146000100,,,,0 a 5
20271532000170,20271532000170,,,,0 a 5
93091510000100,93091510000100,,,,0 a 5
83737023000100,83737023000100,,,,0 a 5
49302102000150,49302102000150,,,,0 a 5
83709055000100,83709055000100,,,,0 a 5
79180436000160,79180436000160,,,,0 a 5
62573829000130,62573829000130,,,,0 a 5
45572773000180,45572773000180,,,,0 a 5
90782046000100,90782046000100,,,,0 a 5
72187966000190,72187966000190,,,,0 a 5
82384108000190,82384108000190,,,,0 a 5
50922459000110,50922459000110,,,,0 a 5
48177406000170,48177406000170,,,,0 a 5
66654898000120,66654898000120,,,,0 a 5
39830591000160,39830591000160,,,,0 a 5
50483148000100,50483148000100,,,,0 a 5
87574315000120,87574315000120,,,,0 a 5
84552926000180,84552926000180,,,,0 a 5
76672294000160,76672294000160,,,,0 a 5
57659146000160,57659146000160,,,,0 a 5
45043098000100,45043098000100,,,,0 a 5
90980715000140,90980715000140,,,,0 a 5
35385780000110,35385780000110,,,,0 a 5
50269125000190,50269125000190,,,,0 a 5
16446353000150,16446353000150,,,,0 a 5
86925369000120,86925369000120,,,,0 a 5
2146329000190,2146329000190,,,,0 a 5
15411644000140,15411644000140,,,,0 a 5
15412139000110,15412139000110,,,,0 a 5
11395591000160,11395591000160,,,,0 a 5
14646200000120,14646200000120,,,,0 a 5
14628516000190,14628516000190,,,,0 a 5
13019788000120,13019788000120,,,,0 a 5
14642410000140,14642410000140,,,,0 a 5
14113265000100,14113265000100,,,,0 a 5
12599956000130,12599956000130,,,,0 a 5
7466434000120,7466434000120,,1.0,0.0,0 a 5
11454185000120,11454185000120,,,,0 a 5
2591246000100,2591246000100,,2.0,0.0,0 a 5
2977951000140,2977951000140,,,,0 a 5
7721281000110,7721281000110,,,,0 a 5
14764585000120,14764585000120,,,,0 a 5
306597002060,306597002060,,,,0 a 5
8570105000350,8570105000350,,,,0 a 5
15259895000150,15259895000150,,,,0 a 5
12045897000400,12045897000400,,,,0 a 5
1752401000160,1752401000160,,,,0 a 5
8464823000260,8464823000260,,,,0 a 5
51642882000120,51642882000120,,,,0 a 5
